Entity,Year,feature,forecast_value,lower_ci,upper_ci
Poland,2024,gdp_per_capita,33704.449,32766.8803,34609.2882
Poland,2025,gdp_per_capita,34730.6517,33804.9554,35675.6124
Poland,2026,gdp_per_capita,35754.0506,34862.4131,36661.2945
Poland,2027,gdp_per_capita,36777.4494,35850.9713,37679.2029
Portugal,2023,internet_usage,86.9884,84.3539,89.5888
Portugal,2024,internet_usage,89.4404,86.6832,92.0897
Portugal,2025,internet_usage,91.899,89.2929,94.5531
Portugal,2026,internet_usage,94.351,91.5382,97.0483
Portugal,2027,internet_usage,96.8029,93.9538,99.68
Portugal,2023,electricity_access,100.0,100.0,100.0
Portugal,2024,electricity_access,100.0,100.0,100.0
Portugal,2025,electricity_access,100.0,100.0,100.0
Portugal,2026,electricity_access,100.0,100.0,100.0
Portugal,2027,electricity_access,100.0,100.0,100.0
Portugal,2023,gdp_per_capita,27978.3274,26520.6934,29497.5679
Portugal,2024,gdp_per_capita,28261.4376,26864.7439,29691.6377
Portugal,2025,gdp_per_capita,28545.3235,27280.0209,29932.2579
Portugal,2026,gdp_per_capita,28828.4337,27473.9748,30209.8551
Portugal,2027,gdp_per_capita,29111.5439,27724.0085,30515.8581
Puerto Rico,2023,internet_usage,94.7914,82.9236,105.1335
Puerto Rico,2024,internet_usage,98.5057,87.1069,110.1073
Puerto Rico,2025,internet_usage,102.2301,91.0538,113.1783
Puerto Rico,2026,internet_usage,105.9444,93.4661,117.7543
Puerto Rico,2027,internet_usage,109.6587,98.0661,122.2671
Puerto Rico,2023,electricity_access,100.0,100.0,100.0
Puerto Rico,2024,electricity_access,100.0,100.0,100.0
Puerto Rico,2025,electricity_access,100.0,100.0,100.0
Puerto Rico,2026,electricity_access,100.0,100.0,100.0
Puerto Rico,2027,electricity_access,100.0,100.0,100.0
Puerto Rico,2023,gdp_per_capita,34752.5592,33852.4417,35552.5619
Puerto Rico,2024,gdp_per_capita,34705.2449,33924.1581,35569.2741
Puerto Rico,2025,gdp_per_capita,34657.8009,33690.599,35480.2209
Puerto Rico,2026,gdp_per_capita,34610.4866,33593.4787,35591.0959
Puerto Rico,2027,gdp_per_capita,34563.1723,33417.7957,35758.4144
Qatar,2023,internet_usage,122.9673,106.9813,138.9789
Qatar,2024,internet_usage,128.0728,112.1723,143.9539
Qatar,2025,internet_usage,133.1924,117.1058,149.841
Qatar,2026,internet_usage,138.2979,121.3005,154.2875
Qatar,2027,internet_usage,143.4034,127.7877,159.2534
Qatar,2023,electricity_access,100.0,100.0,100.0
Qatar,2024,electricity_access,100.0,100.0,100.0
Qatar,2025,electricity_access,100.0,100.0,100.0
Qatar,2026,electricity_access,100.0,100.0,100.0
Qatar,2027,electricity_access,100.0,100.0,100.0
Qatar,2023,gdp_per_capita,183425.8366,145536.2617,218467.044
Qatar,2024,gdp_per_capita,188749.9931,153514.2309,223013.6166
Qatar,2025,gdp_per_capita,194088.7364,158275.3198,230826.9404
Qatar,2026,gdp_per_capita,199412.893,163782.945,237340.0026
Qatar,2027,gdp_per_capita,204737.0496,171199.0234,238870.2904
Romania,2023,internet_usage,89.7149,86.7829,92.9864
Romania,2024,internet_usage,93.7426,90.7397,96.6368
Romania,2025,internet_usage,97.7813,94.8656,100.7279
Romania,2026,internet_usage,101.809,98.8064,104.6969
Romania,2027,internet_usage,105.8366,102.7627,109.0652
Romania,2023,electricity_access,100.032,99.8836,100.1987
Romania,2024,electricity_access,100.0513,99.6183,100.5056
Romania,2025,electricity_access,100.0706,99.276,100.8775
Romania,2026,electricity_access,100.0898,98.9088,101.2964
Romania,2027,electricity_access,100.1091,98.4493,101.8629
Romania,2023,gdp_per_capita,27290.6419,25677.8755,28928.8612
Romania,2024,gdp_per_capita,28158.4811,26592.0717,29641.9806
Romania,2025,gdp_per_capita,29028.698,27287.7796,30508.7802
Romania,2026,gdp_per_capita,29896.5373,28293.4921,31612.5877
Romania,2027,gdp_per_capita,30764.3766,29142.2679,32215.6423
Russia,2023,internet_usage,103.5352,92.4405,114.3643
Russia,2024,internet_usage,108.0994,96.1876,118.955
Russia,2025,internet_usage,112.676,100.943,124.1045
Russia,2026,internet_usage,117.2401,106.0816,129.7881
Russia,2027,internet_usage,121.8042,110.0929,134.0304
Russia,2023,electricity_access,100.1527,98.4406,102.1283
Russia,2024,electricity_access,100.2618,98.5033,102.0004
Russia,2025,electricity_access,100.3713,98.5867,102.0609
Russia,2026,electricity_access,100.4805,98.6984,102.1819
Russia,2027,electricity_access,100.5897,98.7638,102.351
Russia,2023,gdp_per_capita,25923.8282,24766.8908,27073.4644
Russia,2024,gdp_per_capita,26154.9823,25105.7819,27343.3021
Russia,2025,gdp_per_capita,26386.7697,25261.2324,27459.7087
Russia,2026,gdp_per_capita,26617.9238,25342.0331,28065.1764
Russia,2027,gdp_per_capita,26849.0779,25422.844,28309.2533
Rwanda,2023,internet_usage,25.4213,20.2744,30.7483
Rwanda,2024,internet_usage,26.7193,21.3813,32.1448
Rwanda,2025,internet_usage,28.0209,22.9469,33.14
Rwanda,2026,internet_usage,29.3189,24.1031,34.5537
Rwanda,2027,internet_usage,30.6169,25.706,35.5616
Rwanda,2023,electricity_access,46.0835,34.2753,58.3431
Rwanda,2024,electricity_access,48.2183,36.1923,60.7064
Rwanda,2025,electricity_access,50.3588,38.286,63.1926
Rwanda,2026,electricity_access,52.4935,41.1234,64.5484
Rwanda,2027,electricity_access,54.6283,42.0938,66.5851
Rwanda,2023,gdp_per_capita,2226.8534,2162.2495,2288.9077
Rwanda,2024,gdp_per_capita,2292.9029,2229.8066,2361.115
Rwanda,2025,gdp_per_capita,2359.1334,2295.3475,2417.9867
Rwanda,2026,gdp_per_capita,2425.1829,2361.2245,2487.7815
Rwanda,2027,gdp_per_capita,2491.2324,2422.2651,2558.2785
Saint Lucia,2023,internet_usage,73.3403,66.4954,79.8703
Saint Lucia,2024,internet_usage,76.1631,69.4524,83.2941
Saint Lucia,2025,internet_usage,78.9937,72.2609,85.869
Saint Lucia,2026,internet_usage,81.8165,74.7983,88.3745
Saint Lucia,2027,internet_usage,84.6393,77.679,91.4068
Saint Lucia,2023,electricity_access,100.3315,99.1888,101.441
Saint Lucia,2024,electricity_access,100.4307,99.2328,101.472
Saint Lucia,2025,electricity_access,100.5302,99.3526,101.7311
Saint Lucia,2026,electricity_access,100.6294,99.3197,101.9023
Saint Lucia,2027,electricity_access,100.7286,99.2869,102.0892
Saint Lucia,2023,gdp_per_capita,10993.5757,9253.9281,12619.4234
Saint Lucia,2024,gdp_per_capita,11127.5609,9437.942,12914.7519
Saint Lucia,2025,gdp_per_capita,11261.9132,9661.9175,12977.1858
Saint Lucia,2026,gdp_per_capita,11395.8984,9670.8165,12971.6668
Saint Lucia,2027,gdp_per_capita,11529.8836,9849.3343,13197.2255
Sao Tome and Principe,2023,internet_usage,51.8337,40.2521,63.0949
Sao Tome and Principe,2024,internet_usage,54.0951,42.3937,65.9338
Sao Tome and Principe,2025,internet_usage,56.3626,45.2111,67.653
Sao Tome and Principe,2026,internet_usage,58.6239,46.6365,70.6493
Sao Tome and Principe,2027,internet_usage,60.8853,49.2107,73.3569
Sao Tome and Principe,2023,electricity_access,80.841,77.522,84.0609
Sao Tome and Principe,2024,electricity_access,82.4569,79.1517,85.6578
Sao Tome and Principe,2025,electricity_access,84.0773,80.9664,87.4221
Sao Tome and Principe,2026,electricity_access,85.6933,82.4309,88.8219
Sao Tome and Principe,2027,electricity_access,87.3092,84.1122,90.6262
Sao Tome and Principe,2023,gdp_per_capita,3856.81,3772.9842,3938.4107
Sao Tome and Principe,2024,gdp_per_capita,3880.4479,3798.029,3963.9355
Sao Tome and Principe,2025,gdp_per_capita,3904.1506,3812.5347,3991.9813
Sao Tome and Principe,2026,gdp_per_capita,3927.7886,3829.9935,4026.7277
Sao Tome and Principe,2027,gdp_per_capita,3951.4265,3840.7661,4069.3896
Saudi Arabia,2023,internet_usage,112.1562,103.1144,121.8769
Saudi Arabia,2024,internet_usage,117.2932,107.7236,127.05
Saudi Arabia,2025,internet_usage,122.4443,112.8036,131.3805
Saudi Arabia,2026,internet_usage,127.5813,117.5492,136.4823
Saudi Arabia,2027,internet_usage,132.7184,123.3454,142.1955
Saudi Arabia,2023,electricity_access,100.0145,99.9759,100.0555
Saudi Arabia,2024,electricity_access,100.0235,99.9499,100.0914
Saudi Arabia,2025,electricity_access,100.0326,99.9019,100.1593
Saudi Arabia,2026,electricity_access,100.0416,99.8319,100.2318
Saudi Arabia,2027,electricity_access,100.0506,99.7728,100.3074
Saudi Arabia,2023,gdp_per_capita,58671.4175,50588.0686,66536.0662
Saudi Arabia,2024,gdp_per_capita,60079.7538,51966.3429,68187.9711
Saudi Arabia,2025,gdp_per_capita,61491.9486,53539.8299,69634.8803
Saudi Arabia,2026,gdp_per_capita,62900.285,55289.3458,70371.2117
Saudi Arabia,2027,gdp_per_capita,64308.6213,56900.5681,72117.2133
Senegal,2023,internet_usage,49.1084,34.4335,62.9447
Senegal,2024,internet_usage,51.6568,37.9832,66.0934
Senegal,2025,internet_usage,54.2121,39.3724,68.4619
Senegal,2026,internet_usage,56.7605,41.1666,70.9213
Senegal,2027,internet_usage,59.3088,44.2565,75.2383
Senegal,2023,electricity_access,72.7988,68.0365,77.8644
Senegal,2024,electricity_access,74.3283,69.0223,79.7037
Senegal,2025,electricity_access,75.862,71.1127,81.059
Senegal,2026,electricity_access,77.3915,72.5262,82.5976
Senegal,2027,electricity_access,78.921,73.8701,84.2173
Senegal,2023,gdp_per_capita,2728.8046,2660.9765,2790.5103
Senegal,2024,gdp_per_capita,2783.9295,2714.8577,2851.181
Senegal,2025,gdp_per_capita,2839.2055,2771.6665,2903.5643
Senegal,2026,gdp_per_capita,2894.3304,2830.1617,2964.3625
Senegal,2027,gdp_per_capita,2949.4553,2866.9631,3032.5013
Seychelles,2023,internet_usage,88.1334,80.2015,96.3582
Seychelles,2024,internet_usage,91.6332,83.0632,99.6337
Seychelles,2025,internet_usage,95.1426,87.4084,103.1805
Seychelles,2026,internet_usage,98.6424,90.1565,107.0568
Seychelles,2027,internet_usage,102.1422,93.8019,110.1078
Seychelles,2023,electricity_access,100.418,98.9503,101.8489
Seychelles,2024,electricity_access,100.5298,99.1063,102.0896
Seychelles,2025,electricity_access,100.6419,99.1755,102.0348
Seychelles,2026,electricity_access,100.7537,99.2269,102.1385
Seychelles,2027,electricity_access,100.8655,99.5144,102.3204
Seychelles,2023,gdp_per_capita,33532.9464,30510.4845,36303.5571
Seychelles,2024,gdp_per_capita,34474.6633,31489.0054,37150.8631
Seychelles,2025,gdp_per_capita,35418.9602,32197.5848,38334.2617
Seychelles,2026,gdp_per_capita,36360.6771,33396.6175,39359.667
Seychelles,2027,gdp_per_capita,37302.3939,34280.1053,40154.1718
Sierra Leone,2023,internet_usage,17.1406,11.365,22.8458
Sierra Leone,2024,internet_usage,18.0873,12.4221,24.1512
Sierra Leone,2025,internet_usage,19.0366,13.0925,24.8952
Sierra Leone,2026,internet_usage,19.9832,14.1824,26.032
Sierra Leone,2027,internet_usage,20.9299,14.8359,26.717
Sierra Leone,2023,electricity_access,27.6189,22.7912,32.3076
Sierra Leone,2024,electricity_access,28.5219,23.881,33.2404
Sierra Leone,2025,electricity_access,29.4274,24.7217,34.3319
Sierra Leone,2026,electricity_access,30.3304,26.0037,34.5706
Sierra Leone,2027,electricity_access,31.2334,26.8722,35.8084
Sierra Leone,2023,gdp_per_capita,1906.304,1590.4634,2205.3375
Sierra Leone,2024,gdp_per_capita,1943.8544,1648.5096,2234.0925
Sierra Leone,2025,gdp_per_capita,1981.5077,1667.8069,2276.0769
Sierra Leone,2026,gdp_per_capita,2019.0581,1695.6899,2334.9032
Sierra Leone,2027,gdp_per_capita,2056.6085,1745.9782,2383.0243
Singapore,2023,internet_usage,98.9603,93.1585,104.3165
Singapore,2024,internet_usage,101.1154,94.8979,107.1388
Singapore,2025,internet_usage,103.2764,97.4154,109.2843
Singapore,2026,internet_usage,105.4314,99.2651,110.9248
Singapore,2027,internet_usage,107.5865,101.967,113.6036
Singapore,2023,electricity_access,100.0,100.0,100.0
Singapore,2024,electricity_access,100.0,100.0,100.0
Singapore,2025,electricity_access,100.0,100.0,100.0
Singapore,2026,electricity_access,100.0,100.0,100.0
Singapore,2027,electricity_access,100.0,100.0,100.0
Singapore,2023,gdp_per_capita,81889.3461,78707.5883,85350.348
Singapore,2024,gdp_per_capita,83696.3097,80289.0993,87069.2436
Singapore,2025,gdp_per_capita,85508.2238,81770.4326,88828.2222
Singapore,2026,gdp_per_capita,87315.1873,83846.6084,90826.2259
Singapore,2027,gdp_per_capita,89122.1508,85699.8254,92434.9015
Slovakia,2023,internet_usage,101.7988,83.3217,119.0825
Slovakia,2024,internet_usage,104.7628,86.8169,122.7355
Slovakia,2025,internet_usage,107.7351,88.0832,127.6563
Slovakia,2026,internet_usage,110.6991,91.1475,128.0964
Slovakia,2027,internet_usage,113.6632,96.1047,131.4967
Slovakia,2023,electricity_access,100.0,99.9692,100.0295
Slovakia,2024,electricity_access,100.0,99.9023,100.0943
Slovakia,2025,electricity_access,100.0,99.8212,100.1734
Slovakia,2026,electricity_access,100.0,99.7275,100.2671
Slovakia,2027,electricity_access,100.0,99.6282,100.3553
Slovakia,2023,gdp_per_capita,28663.9725,27445.1805,29820.9523
Slovakia,2024,gdp_per_capita,29185.8565,28095.9118,30266.8799
Slovakia,2025,gdp_per_capita,29709.1703,28664.3916,30844.9359
Slovakia,2026,gdp_per_capita,30231.0543,29072.503,31330.2725
Slovakia,2027,gdp_per_capita,30752.9383,29482.6959,31863.8399
Slovenia,2023,internet_usage,98.1048,87.3128,109.1026
Slovenia,2024,internet_usage,101.0927,90.2478,112.5874
Slovenia,2025,internet_usage,104.0887,93.7285,115.6433
Slovenia,2026,internet_usage,107.0766,96.0034,117.2652
Slovenia,2027,internet_usage,110.0645,99.0139,120.5776
Slovenia,2023,electricity_access,100.0,100.0,100.0
Slovenia,2024,electricity_access,100.0,100.0,100.0
Slovenia,2025,electricity_access,100.0,100.0,100.0
Slovenia,2026,electricity_access,100.0,100.0,100.0
Slovenia,2027,electricity_access,100.0,100.0,100.0
Slovenia,2023,gdp_per_capita,30799.5619,27862.9076,33698.6416
Slovenia,2024,gdp_per_capita,31161.5173,28507.8042,34010.072
Slovenia,2025,gdp_per_capita,31524.4643,28815.7419,34349.7164
Slovenia,2026,gdp_per_capita,31886.4197,29238.9287,34598.4912
Slovenia,2027,gdp_per_capita,32248.3751,29420.2345,34782.1134
South Africa,2023,internet_usage,79.6844,65.7143,94.5144
South Africa,2024,internet_usage,83.4723,69.5052,96.943
South Africa,2025,internet_usage,87.2706,73.4396,102.3538
South Africa,2026,internet_usage,91.0585,77.8068,104.9032
South Africa,2027,internet_usage,94.8464,79.2033,108.4712
South Africa,2023,electricity_access,88.4796,85.4637,91.5358
South Africa,2024,electricity_access,88.9006,86.0213,91.8902
South Africa,2025,electricity_access,89.3228,86.3005,92.477
South Africa,2026,electricity_access,89.7437,86.6988,92.6861
South Africa,2027,electricity_access,90.1647,86.988,93.2287
South Africa,2023,gdp_per_capita,11212.6351,10834.0486,11575.2309
South Africa,2024,gdp_per_capita,11124.0776,10718.8825,11527.4006
South Africa,2025,gdp_per_capita,11035.2775,10589.7914,11472.3913
South Africa,2026,gdp_per_capita,10946.7201,10449.2293,11419.1683
South Africa,2027,gdp_per_capita,10858.1626,10268.9864,11453.9709
South Korea,2023,internet_usage,101.095,97.7189,104.5421
South Korea,2024,internet_usage,102.4925,98.5175,106.3302
South Korea,2025,internet_usage,103.8938,99.9389,107.6812
South Korea,2026,internet_usage,105.2912,101.3437,109.5128
South Korea,2027,internet_usage,106.6887,101.777,111.4594
South Korea,2023,electricity_access,100.0,100.0,100.0
South Korea,2024,electricity_access,100.0,100.0,100.0
South Korea,2025,electricity_access,100.0,100.0,100.0
South Korea,2026,electricity_access,100.0,100.0,100.0
South Korea,2027,electricity_access,100.0,100.0,100.0
South Korea,2023,gdp_per_capita,41836.827,41199.9412,42481.0251
South Korea,2024,gdp_per_capita,42633.6733,42001.7444,43302.7508
South Korea,2025,gdp_per_capita,43432.7027,42848.9518,44090.3076
South Korea,2026,gdp_per_capita,44229.5489,43550.1252,44827.859
South Korea,2027,gdp_per_capita,45026.3952,44329.0146,45636.0312
Spain,2023,internet_usage,100.7693,93.5828,107.7194
Spain,2024,internet_usage,103.5412,96.9498,110.0982
Spain,2025,internet_usage,106.3206,99.8863,113.6352
Spain,2026,internet_usage,109.0925,102.0157,116.0658
Spain,2027,internet_usage,111.8644,104.5243,118.7706
Spain,2023,electricity_access,100.0,100.0,100.0
Spain,2024,electricity_access,100.0,100.0,100.0
Spain,2025,electricity_access,100.0,100.0,100.0
Spain,2026,electricity_access,100.0,100.0,100.0
Spain,2027,electricity_access,100.0,100.0,100.0
Spain,2023,gdp_per_capita,34129.6636,31506.914,36758.6031
Spain,2024,gdp_per_capita,34343.2797,31810.4034,36854.682
Spain,2025,gdp_per_capita,34557.481,31957.0842,37111.7776
Spain,2026,gdp_per_capita,34771.0971,32262.7546,37413.574
Spain,2027,gdp_per_capita,34984.7132,32476.2012,37440.4443
Sri Lanka,2023,internet_usage,39.7553,29.1267,50.4127
Sri Lanka,2024,internet_usage,41.7439,30.5935,52.333
Sri Lanka,2025,internet_usage,43.7379,33.7143,54.926
Sri Lanka,2026,internet_usage,45.7265,34.5087,56.7396
Sri Lanka,2027,internet_usage,47.715,38.3085,58.4365
Sri Lanka,2023,electricity_access,105.2581,99.0299,111.0019
Sri Lanka,2024,electricity_access,106.7579,100.4578,112.8274
Sri Lanka,2025,electricity_access,108.2617,102.1298,114.4259
Sri Lanka,2026,electricity_access,109.7615,103.7109,115.6756
Sri Lanka,2027,electricity_access,111.2613,105.1967,117.6045
Sri Lanka,2023,gdp_per_capita,12857.2753,11615.4145,14222.8738
Sri Lanka,2024,gdp_per_capita,13187.0015,11947.3938,14432.2408
Sri Lanka,2025,gdp_per_capita,13517.6311,12217.15,14793.4973
Sri Lanka,2026,gdp_per_capita,13847.3574,12559.1221,15182.7792
Sri Lanka,2027,gdp_per_capita,14177.0837,12853.4352,15468.5271
Sweden,2023,internet_usage,103.077,85.8393,119.4928
Sweden,2024,internet_usage,104.5227,86.8885,120.9859
Sweden,2025,internet_usage,105.9724,89.8766,123.2514
Sweden,2026,internet_usage,107.4181,90.2237,124.3466
Sweden,2027,internet_usage,108.8638,92.9438,125.7208
Sweden,2023,electricity_access,100.0,100.0,100.0
Sweden,2024,electricity_access,100.0,100.0,100.0
Sweden,2025,electricity_access,100.0,100.0,100.0
Sweden,2026,electricity_access,100.0,100.0,100.0
Sweden,2027,electricity_access,100.0,100.0,100.0
Sweden,2023,gdp_per_capita,46602.3531,44915.6004,48261.6607
Sweden,2024,gdp_per_capita,46971.4744,45292.9216,48581.7396
Sweden,2025,gdp_per_capita,47341.6069,45791.334,48921.0993
Sweden,2026,gdp_per_capita,47710.7281,46049.4251,49429.4778
Sweden,2027,gdp_per_capita,48079.8493,46470.5778,49784.7315
Switzerland,2023,internet_usage,97.5101,94.7578,100.3451
Switzerland,2024,internet_usage,98.6713,95.7907,101.5072
Switzerland,2025,internet_usage,99.8358,96.6213,102.7787
Switzerland,2026,internet_usage,100.997,97.5073,104.3722
Switzerland,2027,internet_usage,102.1583,98.3977,105.8269
Switzerland,2023,electricity_access,100.0,100.0,100.0
Switzerland,2024,electricity_access,100.0,100.0,100.0
Switzerland,2025,electricity_access,100.0,100.0,100.0
Switzerland,2026,electricity_access,100.0,100.0,100.0
Switzerland,2027,electricity_access,100.0,100.0,100.0
Switzerland,2023,gdp_per_capita,63595.5253,61914.2474,65139.8221
Switzerland,2024,gdp_per_capita,64034.5035,62397.8907,65733.7365
Switzerland,2025,gdp_per_capita,64474.6844,62920.4292,66026.8465
Switzerland,2026,gdp_per_capita,64913.6625,63299.1795,66630.1309
Switzerland,2027,gdp_per_capita,65352.6407,63527.7784,67128.5534
Syria,2023,internet_usage,45.5552,42.3966,48.5519
Syria,2024,internet_usage,47.6266,44.4688,50.7586
Syria,2023,electricity_access,88.075,83.7045,92.4613
Syria,2024,electricity_access,87.8424,83.3219,92.2117
Syria,2023,gdp_per_capita,1832.6055,695.5999,3007.1153
Syria,2024,gdp_per_capita,1555.4084,395.7332,2723.6404
Tajikistan,2023,internet_usage,40.3608,28.575,51.509
Tajikistan,2024,internet_usage,42.4296,32.1593,53.8861
Tajikistan,2025,internet_usage,44.5041,33.4422,56.1295
Tajikistan,2026,internet_usage,46.5729,34.2768,57.4174
Tajikistan,2027,internet_usage,48.6417,38.216,59.37
Tajikistan,2023,electricity_access,99.9912,99.2967,100.6952
Tajikistan,2024,electricity_access,100.1299,99.4734,100.8285
Tajikistan,2025,electricity_access,100.269,99.5276,100.981
Tajikistan,2026,electricity_access,100.4077,99.6095,101.1607
Tajikistan,2027,electricity_access,100.5464,99.6704,101.3377
Tajikistan,2023,gdp_per_capita,5652.8672,5577.2824,5728.0813
Tajikistan,2024,gdp_per_capita,5889.4925,5809.6746,5971.9892
Tajikistan,2025,gdp_per_capita,6126.7661,6027.9264,6220.3773
Tajikistan,2026,gdp_per_capita,6363.3914,6250.1791,6481.6505
Tajikistan,2027,gdp_per_capita,6600.0167,6451.7473,6739.6048
Tanzania,2023,internet_usage,19.0088,14.0282,24.0713
Tanzania,2024,internet_usage,20.0096,15.0069,25.2924
Tanzania,2025,internet_usage,21.0131,16.3082,26.0775
Tanzania,2026,internet_usage,22.0139,17.0689,27.072
Tanzania,2027,internet_usage,23.0148,18.0216,28.1102
Tanzania,2023,electricity_access,41.2752,31.5278,50.5041
Tanzania,2024,electricity_access,42.9205,33.8554,50.9857
Tanzania,2025,electricity_access,44.5703,36.4956,53.1531
Tanzania,2026,electricity_access,46.2155,37.3519,55.8086
Tanzania,2027,electricity_access,47.8608,39.3035,57.1115
Tanzania,2023,gdp_per_capita,3172.7419,3137.4239,3207.0472
Tanzania,2024,gdp_per_capita,3252.8858,3215.8357,3290.5218
Tanzania,2025,gdp_per_capita,3333.2493,3293.096,3373.7889
Tanzania,2026,gdp_per_capita,3413.3932,3364.7187,3469.6476
Tanzania,2027,gdp_per_capita,3493.5371,3427.929,3561.0712
Thailand,2023,internet_usage,77.3044,62.2647,92.5894
Thailand,2024,internet_usage,80.9274,64.7453,96.3205
Thailand,2025,internet_usage,84.5603,69.422,101.1422
Thailand,2026,internet_usage,88.1833,71.6654,105.0566
Thailand,2027,internet_usage,91.8063,75.2904,107.1923
Thailand,2023,electricity_access,100.6359,97.5593,103.7781
Thailand,2024,electricity_access,100.7784,97.6674,103.7894
Thailand,2025,electricity_access,100.9213,97.6775,104.0287
Thailand,2026,electricity_access,101.0637,97.8069,104.1125
Thailand,2027,electricity_access,101.2062,98.0604,104.304
Thailand,2023,gdp_per_capita,16892.333,16233.7789,17553.4208
Thailand,2024,gdp_per_capita,17076.33,16435.1268,17729.1188
Thailand,2025,gdp_per_capita,17260.8312,16639.5495,17905.7997
Thailand,2026,gdp_per_capita,17444.8282,16815.2546,18119.8137
Thailand,2027,gdp_per_capita,17628.8253,17013.7189,18307.5
Togo,2023,internet_usage,24.366,12.9136,35.2337
Togo,2024,internet_usage,25.6747,13.7105,35.785
Togo,2025,internet_usage,26.987,15.9,37.7979
Togo,2026,internet_usage,28.2958,17.9543,37.9939
Togo,2027,internet_usage,29.6045,18.3589,40.4235
Togo,2023,electricity_access,59.4547,56.9249,62.0226
Togo,2024,electricity_access,61.2889,58.8867,63.7485
Togo,2025,electricity_access,63.1282,60.5836,65.4751
Togo,2026,electricity_access,64.9624,62.4332,67.3624
Togo,2027,electricity_access,66.7967,64.3722,69.2342
Togo,2023,gdp_per_capita,1606.7868,1578.2631,1636.8126
Togo,2024,gdp_per_capita,1636.9199,1607.9346,1667.989
Togo,2025,gdp_per_capita,1667.1356,1635.2448,1700.1839
Togo,2026,gdp_per_capita,1697.2687,1658.3208,1731.9209
Togo,2027,gdp_per_capita,1727.4018,1682.284,1769.3528
Trinidad and Tobago,2023,internet_usage,89.676,84.5039,94.3722
Trinidad and Tobago,2024,internet_usage,92.893,87.2013,97.9424
Trinidad and Tobago,2025,internet_usage,96.1189,90.9791,101.2139
Trinidad and Tobago,2026,internet_usage,99.3359,94.6028,104.6075
Trinidad and Tobago,2027,internet_usage,102.5529,97.5956,107.7654
Trinidad and Tobago,2023,electricity_access,100.3446,98.3209,102.534
Trinidad and Tobago,2024,electricity_access,100.4154,98.21,102.5004
Trinidad and Tobago,2025,electricity_access,100.4865,98.4748,102.6622
Trinidad and Tobago,2026,electricity_access,100.5574,98.266,102.7063
Trinidad and Tobago,2027,electricity_access,100.6282,98.3518,102.9719
Trinidad and Tobago,2023,gdp_per_capita,30586.5141,23717.8511,37042.3444
Trinidad and Tobago,2024,gdp_per_capita,30828.8043,24071.8316,37947.2037
Trinidad and Tobago,2025,gdp_per_capita,31071.7584,24468.6241,38296.6063
Trinidad and Tobago,2026,gdp_per_capita,31314.0487,24526.2617,38760.8379
Trinidad and Tobago,2027,gdp_per_capita,31556.3389,24626.9374,38169.5837
Tunisia,2023,internet_usage,77.2021,70.9878,83.4053
Tunisia,2024,internet_usage,80.641,73.5993,87.5148
Tunisia,2025,internet_usage,84.0894,77.7613,90.6495
Tunisia,2026,internet_usage,87.5283,80.8328,93.5791
Tunisia,2027,internet_usage,90.9672,83.7213,98.3303
Tunisia,2023,electricity_access,99.9475,99.6879,100.1796
Tunisia,2024,electricity_access,99.9509,99.1278,100.7646
Tunisia,2025,electricity_access,99.9544,98.5478,101.4226
Tunisia,2026,electricity_access,99.9578,97.6696,102.2211
Tunisia,2027,electricity_access,99.9612,96.7228,103.0844
Tunisia,2023,gdp_per_capita,10906.5686,10463.3553,11326.0473
Tunisia,2024,gdp_per_capita,10879.3007,10476.5656,11304.7836
Tunisia,2025,gdp_per_capita,10851.9581,10426.7327,11320.3779
Tunisia,2026,gdp_per_capita,10824.6902,10315.9174,11286.0398
Tunisia,2027,gdp_per_capita,10797.4224,10250.8283,11326.8114
Turkey,2023,internet_usage,87.2005,82.1839,92.2515
Turkey,2024,internet_usage,90.9534,86.7469,95.6867
Turkey,2025,internet_usage,94.7164,90.1259,99.6062
Turkey,2026,internet_usage,98.4693,93.9798,103.1593
Turkey,2027,internet_usage,102.2221,97.562,107.2296
Turkey,2023,electricity_access,100.0,99.9184,100.0872
Turkey,2024,electricity_access,100.0,99.7446,100.2602
Turkey,2025,electricity_access,100.0,99.5194,100.4839
Turkey,2026,electricity_access,100.0,99.2824,100.7361
Turkey,2027,electricity_access,100.0,98.9857,100.9685
Turkey,2023,gdp_per_capita,27195.466,25973.398,28517.7024
Turkey,2024,gdp_per_capita,27950.2939,26693.2181,29194.4781
Turkey,2025,gdp_per_capita,28707.1899,27446.6309,30055.4127
Turkey,2026,gdp_per_capita,29462.0178,28227.5084,30672.2954
Turkey,2027,gdp_per_capita,30216.8457,28908.8623,31544.124
Uganda,2023,internet_usage,10.0248,8.7681,11.396
Uganda,2024,internet_usage,10.4773,9.1827,11.6832
Uganda,2025,internet_usage,10.9311,9.6509,12.1491
Uganda,2026,internet_usage,11.3836,10.0497,12.8609
Uganda,2027,internet_usage,11.8361,10.5456,13.2267
Uganda,2023,electricity_access,40.1631,29.6422,50.836
Uganda,2024,electricity_access,41.8387,30.3487,52.6505
Uganda,2025,electricity_access,43.5189,33.1612,54.0474
Uganda,2026,electricity_access,45.1945,34.326,55.6351
Uganda,2027,electricity_access,46.8701,36.4936,56.8534
Uganda,2023,gdp_per_capita,2134.9941,2076.1868,2191.0368
Uganda,2024,gdp_per_capita,2157.0617,2093.5449,2213.6003
